account_id,observation_date,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,adview_per_post,reply_per_message,post_per_message,unfriend_per_newfriend,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend
2482,2020-05-10,144.0,2.0,14.0,91.0,13.0,0.0,1267.0,539.0,6.5,0.42541435,0.011049724,0.0,1.0,-0.6,2.0
2483,2020-05-10,568.0,48.0,458.0,716.0,118.0,0.6666667,408.0,154.0,3.1266375,0.75490195,2.245098,0.0,2.0,0.18181825,0.0
2484,2020-05-10,11.0,2.0,0.0,2.0,2.0,0.33333334,101.0,36.0,0.0,0.35643566,0.0,0.0,1.0,-0.5,7.0
2485,2020-05-10,12.0,2.0,2.0,7.0,21.0,0.0,122.0,38.0,3.5,0.3114754,0.016393442,0.0,1.0,1.0,14.0
2486,2020-05-10,249.0,7.0,49.0,33.0,9.0,0.6666667,11.0,1.0,0.67346936,0.09090909,4.4545455,0.0,1.0,0.16666663,0.0
2487,2020-05-10,28.0,1.0,10.0,11.0,10.0,0.6666667,54.0,7.0,1.1,0.12962963,0.18518518,0.0,1.0,0.0,12.0
2489,2020-05-10,46.0,0.0,1.0,5.0,4.0,0.0,25.0,11.0,5.0,0.44,0.04,0.0,1.0,-1.0,0.0
2490,2020-05-10,61.0,5.0,59.0,33.0,4.0,0.6666667,1.0,1.0,0.55932206,1.0,59.0,0.0,1.0,-0.16666669,5.0
2491,2020-05-10,38.0,6.0,10.0,26.0,1.0,0.33333334,2.0,0.0,2.6,0.0,5.0,0.16666667,1.0,2.0,12.0
2492,2020-05-10,226.0,19.0,94.0,221.0,181.0,0.33333334,29.0,3.0,2.3510637,0.10344828,3.2413793,0.0,1.0,-0.2962963,0.0
2494,2020-05-10,7.0,1.0,15.0,15.0,6.0,0.0,6.0,3.0,1.0,0.5,2.5,0.0,1.0,-0.5,28.0
2495,2020-05-10,16.0,1.0,12.0,19.0,8.0,0.6666667,8.0,4.0,1.5833334,0.5,1.5,0.0,1.0,-0.5,22.0
2496,2020-05-10,8.0,6.0,26.0,7.0,24.0,0.6666667,39.0,8.0,0.26923078,0.20512821,0.6666667,0.16666667,1.0,0.0,2.0
2497,2020-05-10,4.0,1.0,8.0,4.0,6.0,0.6666667,2.0,3.0,0.5,1.5,4.0,1.0,1.0,0.0,23.0
2498,2020-05-10,81.0,6.0,244.0,72.0,10.0,0.0,19.0,8.0,0.29508197,0.42105263,12.842105,0.0,1.0,1.0,9.0
2499,2020-05-10,133.0,8.0,21.0,58.0,31.0,0.0,300.0,157.0,2.7619047,0.5233333,0.07,0.0,1.0,0.1428572,2.0
2501,2020-05-10,71.0,2.0,28.0,24.0,3.0,0.33333334,12.0,4.0,0.85714287,0.33333334,2.3333333,0.0,1.0,-0.5,3.0
2503,2020-05-10,922.0,9.0,26.0,245.0,11.0,0.33333334,1.0,4.0,9.423077,4.0,26.0,0.11111111,1.0,0.0,2.0
2504,2020-05-10,81.0,8.0,13.0,84.0,3.0,0.33333334,66.0,27.0,6.4615383,0.4090909,0.1969697,0.0,1.0,0.1428572,1.0
2505,2020-05-10,19.0,5.0,21.0,3.0,7.0,0.6666667,210.0,114.0,0.14285715,0.54285717,0.1,0.2,1.0,0.25,2.0
2506,2020-05-10,155.0,4.0,9.0,140.0,11.0,0.6666667,951.0,274.0,15.555555,0.28811777,0.009463723,0.25,1.0,-0.19999999,3.0
2507,2020-05-10,35.0,9.0,87.0,28.0,4.0,0.33333334,104.0,46.0,0.3218391,0.44230768,0.83653843,0.0,1.0,2.0,1.0
2508,2020-05-10,12.0,1.0,23.0,9.0,7.0,0.33333334,129.0,21.0,0.39130434,0.1627907,0.17829457,0.0,1.0,-0.75,0.0
2509,2020-05-10,5.0,0.0,1.0,6.0,3.0,0.6666667,38.0,19.0,6.0,0.5,0.02631579,0.0,1.0,0.0,77.0
2510,2020-05-10,4.0,1.0,17.0,6.0,1.0,0.33333334,10.0,2.0,0.3529412,0.2,1.7,0.0,1.0,-0.5,7.0
2511,2020-05-10,12.0,5.0,26.0,8.0,0.0,0.0,3.0,0.0,0.30769232,0.0,8.666667,0.0,0.0,-0.16666669,2.0
2513,2020-05-10,13.0,0.0,20.0,27.0,6.0,0.33333334,24.0,9.0,1.35,0.375,0.8333333,0.0,1.0,-1.0,38.0
2514,2020-05-10,26.0,6.0,39.0,17.0,4.0,0.33333334,27.0,18.0,0.43589744,0.6666667,1.4444444,0.0,1.0,2.0,3.0
2515,2020-05-10,89.0,9.0,96.0,49.0,132.0,0.0,56.0,5.0,0.5104167,0.08928572,1.7142857,0.0,1.0,0.5,0.0
2516,2020-05-10,40.0,16.0,88.0,184.0,10.0,0.0,2.0,2.0,2.090909,1.0,44.0,0.0,1.0,1.0,0.0
2517,2020-05-10,105.0,22.0,107.0,94.0,248.0,0.0,5.0,3.0,0.8785047,0.6,21.4,0.0,1.0,-0.3125,0.0
2518,2020-05-10,10.0,7.0,12.0,15.0,28.0,0.6666667,62.0,24.0,1.25,0.38709676,0.19354838,0.14285715,1.0,0.39999998,11.0
2519,2020-05-10,112.0,4.0,24.0,11.0,4.0,0.0,40.0,16.0,0.45833334,0.4,0.6,0.0,1.0,-0.4285714,1.0
2520,2020-05-10,4.0,3.0,11.0,21.0,12.0,0.0,28.0,17.0,1.9090909,0.60714287,0.39285713,0.0,1.0,-0.25,25.0
2523,2020-05-10,394.0,18.0,45.0,139.0,30.0,0.33333334,13.0,6.0,3.088889,0.46153846,3.4615386,0.0,1.0,1.5714285,2.0
2524,2020-05-10,153.0,13.0,44.0,45.0,35.0,0.33333334,78.0,43.0,1.0227273,0.55128205,0.5641026,0.07692308,1.0,-0.31578946,1.0
2525,2020-05-10,22.0,1.0,3.0,3.0,20.0,0.33333334,6.0,1.0,1.0,0.16666667,0.5,1.0,1.0,-0.5,19.0
2526,2020-05-10,39.0,3.0,69.0,41.0,26.0,0.0,4.0,4.0,0.5942029,1.0,17.25,0.0,1.0,0.0,17.0
2527,2020-05-10,140.0,9.0,160.0,22.0,7.0,0.33333334,9.0,0.0,0.1375,0.0,17.777779,0.0,1.0,-0.5263158,2.0
2528,2020-05-10,95.0,19.0,9.0,56.0,23.0,0.33333334,51.0,6.0,6.2222223,0.11764706,0.1764706,0.05263158,1.0,0.055555582,0.0
2532,2020-05-10,132.0,11.0,117.0,27.0,15.0,0.0,4.0,1.0,0.23076923,0.25,29.25,0.0,1.0,0.100000024,11.0
2533,2020-05-10,100.0,11.0,114.0,27.0,6.0,0.33333334,110.0,67.0,0.23684211,0.6090909,1.0363636,0.09090909,1.0,0.57142854,0.0
2534,2020-05-10,32.0,11.0,53.0,17.0,12.0,0.0,88.0,43.0,0.3207547,0.48863637,0.60227275,0.0,1.0,0.8333334,4.0
2537,2020-05-10,48.0,11.0,49.0,62.0,8.0,0.0,11.0,7.0,1.2653061,0.6363636,4.4545455,0.0,1.0,-0.5217391,1.0
2538,2020-05-10,38.0,15.0,23.0,21.0,34.0,0.0,7.0,5.0,0.9130435,0.71428573,3.2857144,0.0,1.0,-0.0625,0.0
2539,2020-05-10,417.0,3.0,18.0,126.0,18.0,0.0,22.0,4.0,7.0,0.18181819,0.8181818,0.0,1.0,-0.39999998,16.0
2540,2020-05-10,47.0,7.0,29.0,34.0,5.0,0.33333334,35.0,10.0,1.1724138,0.2857143,0.82857144,0.0,1.0,0.0,2.0
2541,2020-05-10,115.0,15.0,103.0,64.0,37.0,0.0,21.0,9.0,0.6213592,0.42857143,4.904762,0.0,1.0,0.15384614,1.0
2542,2020-05-10,62.0,4.0,33.0,21.0,22.0,0.0,3.0,1.0,0.6363636,0.33333334,11.0,0.0,1.0,1.0,12.0
2543,2020-05-10,247.0,31.0,221.0,174.0,19.0,0.0,51.0,34.0,0.7873303,0.6666667,4.3333335,0.0,1.0,-0.26190478,1.0
2544,2020-05-10,5.0,3.0,2.0,1.0,8.0,1.0,18.0,8.0,0.5,0.44444445,0.11111111,0.6666667,1.0,0.0,5.0
2546,2020-05-10,76.0,2.0,44.0,280.0,35.0,0.6666667,204.0,20.0,6.3636365,0.09803922,0.21568628,1.0,1.0,-0.5,0.0
2547,2020-05-10,61.0,3.0,60.0,65.0,14.0,0.33333334,36.0,13.0,1.0833334,0.3611111,1.6666666,0.0,1.0,-0.57142854,0.0
2548,2020-05-10,9.0,3.0,25.0,14.0,6.0,0.33333334,7.0,2.0,0.56,0.2857143,3.5714285,0.0,1.0,-0.39999998,0.0
2549,2020-05-10,32.0,6.0,3.0,5.0,32.0,0.33333334,108.0,52.0,1.6666666,0.4814815,0.027777778,0.16666667,1.0,0.0,1.0
2550,2020-05-10,20.0,0.0,11.0,11.0,2.0,0.0,6.0,1.0,1.0,0.16666667,1.8333334,0.0,1.0,-1.0,39.0
2551,2020-05-10,2544.0,84.0,474.0,344.0,20.0,0.0,406.0,140.0,1.4514768,0.6896552,2.3349755,0.0,2.0,-0.13333333,0.0
2553,2020-05-10,12.0,2.0,7.0,4.0,1.0,0.33333334,263.0,103.0,0.5714286,0.39163497,0.02661597,0.5,1.0,-0.3333333,4.0
2554,2020-05-10,66.0,9.0,44.0,36.0,3.0,0.0,17.0,4.0,0.8181818,0.23529412,2.5882354,0.0,1.0,0.125,2.0
2555,2020-05-10,52.0,2.0,18.0,5.0,30.0,0.0,8.0,2.0,0.2777778,0.25,2.25,0.0,1.0,0.0,2.0
2556,2020-05-10,106.0,3.0,19.0,18.0,9.0,0.33333334,43.0,23.0,0.94736844,0.53488374,0.44186047,0.33333334,1.0,-0.625,1.0
2557,2020-05-10,17.0,1.0,11.0,31.0,3.0,0.6666667,34.0,14.0,2.8181818,0.4117647,0.32352942,0.0,1.0,-0.75,17.0
2560,2020-05-10,84.0,7.0,27.0,64.0,4.0,0.0,3.0,0.0,2.3703704,0.0,9.0,0.0,1.0,0.16666663,2.0
2561,2020-05-10,413.0,14.0,133.0,46.0,50.0,1.0,106.0,59.0,0.34586465,0.5566038,1.254717,0.14285715,1.0,0.16666663,3.0
2562,2020-05-10,20.0,2.0,8.0,1.0,2.0,0.6666667,65.0,27.0,0.125,0.41538462,0.12307692,0.0,1.0,1.0,4.0
2563,2020-05-10,9.0,2.0,21.0,12.0,0.0,0.6666667,102.0,43.0,0.5714286,0.42156863,0.20588236,1.0,0.0,1.0,9.0
2565,2020-05-10,74.0,1.0,120.0,13.0,50.0,0.0,35.0,4.0,0.108333334,0.114285715,3.4285715,0.0,1.0,-0.75,2.0
2566,2020-05-10,151.0,6.0,7.0,65.0,1.0,0.6666667,0.0,2.0,9.285714,0.0,0.0,0.16666667,1.0,1.0,6.0
2568,2020-05-10,32.0,5.0,23.0,16.0,59.0,0.33333334,7.0,2.0,0.6956522,0.2857143,3.2857144,0.0,1.0,-0.5,0.0
2569,2020-05-10,116.0,3.0,70.0,54.0,7.0,0.0,262.0,115.0,0.7714286,0.4389313,0.26717559,0.0,1.0,0.0,10.0
2570,2020-05-10,49.0,1.0,44.0,12.0,13.0,0.0,6.0,0.0,0.27272728,0.0,7.3333335,0.0,1.0,-0.5,9.0
2571,2020-05-10,15.0,6.0,3.0,13.0,2.0,0.0,7.0,0.0,4.3333335,0.0,0.42857143,0.0,1.0,0.5,7.0
2572,2020-05-10,6.0,1.0,11.0,10.0,7.0,1.3333334,46.0,9.0,0.90909094,0.19565217,0.23913044,2.0,1.0,0.0,28.0
2573,2020-05-10,189.0,12.0,31.0,50.0,37.0,0.33333334,14.0,6.0,1.6129032,0.42857143,2.2142856,0.0,1.0,-0.14285713,4.0
2575,2020-05-10,96.0,3.0,22.0,48.0,61.0,0.0,19.0,1.0,2.1818182,0.05263158,1.1578947,0.0,1.0,0.5,9.0
2577,2020-05-10,122.0,8.0,44.0,8.0,5.0,0.33333334,26.0,6.0,0.18181819,0.23076923,1.6923077,0.125,1.0,0.6,4.0
2578,2020-05-10,161.0,6.0,151.0,75.0,76.0,0.33333334,66.0,43.0,0.49668875,0.6515151,2.2878788,0.16666667,1.0,-0.6666666,12.0
2580,2020-05-10,15.0,20.0,131.0,47.0,19.0,0.0,386.0,210.0,0.35877863,0.54404145,0.33937824,0.0,1.0,0.0,0.0
2581,2020-05-10,44.0,4.0,12.0,48.0,2.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,1.0,-0.19999999,10.0
2583,2020-05-10,65.0,1.0,4.0,23.0,1.0,0.0,14.0,14.0,5.75,1.0,0.2857143,0.0,1.0,0.0,10.0
2584,2020-05-10,125.0,6.0,43.0,23.0,10.0,0.0,18.0,12.0,0.53488374,0.6666667,2.3888888,0.0,1.0,-0.53846157,4.0
2585,2020-05-10,284.0,21.0,51.0,93.0,8.0,0.0,42.0,11.0,1.8235294,0.26190478,1.2142857,0.0,1.0,0.049999952,0.0
2586,2020-05-10,63.0,8.0,18.0,73.0,11.0,0.0,12.0,11.0,4.0555553,0.9166667,1.5,0.0,1.0,0.6,0.0
2587,2020-05-10,212.0,4.0,53.0,27.0,5.0,0.0,0.0,0.0,0.509434,0.0,0.0,0.0,1.0,3.0,1.0
2588,2020-05-10,134.0,6.0,58.0,42.0,40.0,0.0,24.0,16.0,1.4482758,1.3333334,4.8333335,0.0,2.0,1.0,2.0
2589,2020-05-10,65.0,8.0,34.0,4.0,1.0,0.33333334,96.0,44.0,0.11764706,0.45833334,0.35416666,0.0,1.0,1.6666667,1.0
2590,2020-05-10,36.0,2.0,17.0,34.0,4.0,0.6666667,63.0,33.0,2.0,0.52380955,0.26984128,0.5,1.0,0.0,0.0
2591,2020-05-10,45.0,9.0,14.0,28.0,9.0,0.0,11.0,1.0,2.0,0.09090909,1.2727273,0.0,1.0,0.28571427,2.0
2592,2020-05-10,39.0,8.0,0.0,10.0,7.0,0.33333334,67.0,8.0,0.0,0.11940298,0.0,0.0,1.0,1.0,5.0
2594,2020-05-10,0.0,2.0,1.0,1.0,1.0,0.33333334,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.0,7.0
2595,2020-05-10,6.0,4.0,2.0,4.0,2.0,0.0,52.0,18.0,2.0,0.34615386,0.03846154,0.0,1.0,-0.4285714,2.0
2596,2020-05-10,122.0,16.0,15.0,12.0,10.0,1.0,5.0,1.0,0.8,0.2,3.0,0.0,1.0,0.33333337,0.0
2597,2020-05-10,120.0,21.0,85.0,46.0,2.0,0.33333334,63.0,27.0,0.5411765,0.42857143,1.3492063,0.04761905,1.0,-0.2758621,3.0
2598,2020-05-10,233.0,5.0,69.0,75.0,17.0,0.0,2.0,2.0,1.0869565,1.0,34.5,0.0,1.0,0.6666666,1.0
2599,2020-05-10,55.0,3.0,16.0,6.0,8.0,0.0,254.0,110.0,0.375,0.43307087,0.062992126,0.0,1.0,0.5,12.0
2600,2020-05-10,37.0,3.0,19.0,5.0,0.0,1.0,8.0,2.0,0.2631579,0.25,2.375,0.33333334,0.0,2.0,0.0
2602,2020-05-10,14.0,2.0,27.0,34.0,24.0,0.0,63.0,11.0,1.2592592,0.17460318,0.42857143,0.0,1.0,1.0,5.0
2603,2020-05-10,70.0,4.0,9.0,3.0,1.0,0.0,29.0,8.0,0.33333334,0.27586207,0.31034482,0.0,1.0,0.33333337,8.0
2604,2020-05-10,424.0,10.0,74.0,52.0,16.0,0.33333334,36.0,10.0,0.7027027,0.2777778,2.0555556,0.0,1.0,-0.41176468,0.0
2605,2020-05-10,67.0,1.0,6.0,6.0,11.0,0.6666667,16.0,10.0,1.0,0.625,0.375,1.0,1.0,0.0,4.0
2606,2020-05-10,26.0,4.0,33.0,8.0,9.0,0.33333334,17.0,1.0,0.24242425,0.05882353,1.9411764,0.0,1.0,3.0,8.0
2607,2020-05-10,422.0,6.0,22.0,52.0,24.0,0.6666667,12.0,0.0,2.3636363,0.0,1.8333334,0.16666667,1.0,1.0,2.0
2609,2020-05-10,0.0,1.0,10.0,4.0,0.0,0.33333334,81.0,27.0,0.4,0.33333334,0.12345679,1.0,0.0,-0.5,22.0
2610,2020-05-10,56.0,3.0,8.0,5.0,0.0,0.0,7.0,3.0,0.625,0.42857143,1.1428572,0.0,0.0,0.5,4.0
2611,2020-05-10,83.0,5.0,18.0,36.0,21.0,0.0,4.0,0.0,2.0,0.0,4.5,0.0,1.0,0.25,5.0
2612,2020-05-10,10.0,3.0,2.0,2.0,5.0,0.33333334,34.0,4.0,1.0,0.11764706,0.05882353,0.0,1.0,0.5,8.0
2613,2020-05-10,30.0,6.0,16.0,4.0,1.0,0.0,51.0,23.0,0.25,0.4509804,0.3137255,0.0,1.0,0.20000005,8.0
2615,2020-05-10,40.0,6.0,8.0,24.0,22.0,0.6666667,98.0,50.0,6.0,1.0204082,0.1632653,0.0,2.0,-0.5,8.0
2616,2020-05-10,53.0,0.0,13.0,34.0,21.0,0.6666667,37.0,3.0,2.6153846,0.08108108,0.35135135,0.0,1.0,-1.0,34.0
2617,2020-05-10,121.0,10.0,77.0,39.0,2.0,0.6666667,14.0,2.0,0.5064935,0.14285715,5.5,0.0,1.0,0.42857146,4.0
2619,2020-05-10,3.0,0.0,11.0,3.0,2.0,0.33333334,3.0,1.0,0.27272728,0.33333334,3.6666667,0.0,1.0,-1.0,37.0
2620,2020-05-10,238.0,22.0,160.0,74.0,3.0,0.6666667,22.0,12.0,0.4625,0.54545456,7.2727275,0.045454547,1.0,-0.26666665,2.0
2622,2020-05-10,76.0,0.0,53.0,40.0,19.0,0.0,106.0,53.0,0.754717,0.5,0.5,0.0,1.0,-1.0,33.0
2623,2020-05-10,28.0,3.0,5.0,16.0,0.0,0.33333334,84.0,17.0,3.2,0.20238096,0.05952381,0.33333334,0.0,0.0,6.0
2624,2020-05-10,30.0,0.0,26.0,10.0,19.0,0.0,12.0,13.0,0.3846154,1.0833334,2.1666667,0.0,1.0,0.0,122.0
2625,2020-05-10,198.0,29.0,38.0,48.0,6.0,0.6666667,754.0,345.0,1.2631578,0.45755967,0.050397877,0.0,1.0,-0.2162162,0.0
2627,2020-05-10,27.0,0.0,14.0,37.0,1.0,0.33333334,71.0,44.0,2.642857,0.6197183,0.1971831,0.0,1.0,-1.0,52.0
2628,2020-05-10,78.0,18.0,38.0,28.0,8.0,0.6666667,82.0,15.0,0.7368421,0.18292683,0.46341464,0.11111111,1.0,0.79999995,0.0
2629,2020-05-10,27.0,9.0,5.0,32.0,5.0,0.0,15.0,8.0,6.4,0.53333336,0.33333334,0.0,1.0,0.79999995,2.0
2630,2020-05-10,24.0,6.0,1.0,6.0,1.0,0.0,53.0,22.0,6.0,0.41509435,0.018867925,0.0,1.0,5.0,4.0
2631,2020-05-10,256.0,30.0,256.0,106.0,44.0,0.6666667,30.0,14.0,0.828125,0.93333334,17.066668,0.13333334,2.0,-0.2352941,0.0
2632,2020-05-10,998.0,35.0,345.0,864.0,17.0,0.33333334,3.0,0.0,2.5043478,0.0,115.0,0.0,1.0,0.45833337,0.0
2634,2020-05-10,401.0,9.0,142.0,89.0,43.0,1.0,39.0,19.0,0.62676054,0.4871795,3.6410255,0.33333334,1.0,-0.39999998,2.0
2635,2020-05-10,5.0,8.0,6.0,5.0,4.0,0.33333334,377.0,139.0,0.8333333,0.36870027,0.01591512,0.125,1.0,7.0,0.0
2636,2020-05-10,6.0,6.0,20.0,20.0,1.0,0.0,7.0,1.0,1.0,0.14285715,2.857143,0.0,1.0,0.20000005,0.0
2637,2020-05-10,97.0,24.0,9.0,32.0,8.0,0.33333334,52.0,17.0,3.5555556,0.32692307,0.17307693,0.0,1.0,0.1428572,0.0
2639,2020-05-10,224.0,4.0,133.0,42.0,20.0,0.33333334,131.0,48.0,0.31578946,0.36641222,1.0152671,0.0,1.0,0.33333337,3.0
2640,2020-05-10,115.0,3.0,23.0,46.0,6.0,0.6666667,59.0,25.0,2.0,0.42372882,0.3898305,0.0,1.0,2.0,2.0
2641,2020-05-10,40.0,1.0,18.0,25.0,9.0,0.0,438.0,222.0,1.3888888,0.5068493,0.04109589,0.0,1.0,0.0,14.0
2643,2020-05-10,14.0,5.0,17.0,43.0,39.0,0.0,24.0,11.0,2.5294118,0.45833334,0.7083333,0.0,1.0,-0.5,0.0
2644,2020-05-10,609.0,16.0,48.0,152.0,13.0,0.6666667,20.0,1.0,3.1666667,0.05,2.4,0.125,1.0,0.6,3.0
2645,2020-05-10,67.0,10.0,14.0,19.0,7.0,0.0,18.0,12.0,1.3571428,0.6666667,0.7777778,0.0,1.0,0.111111164,1.0
2646,2020-05-10,4.0,2.0,2.0,6.0,14.0,0.0,8.0,3.0,3.0,0.375,0.25,0.0,1.0,1.0,9.0
2649,2020-05-10,23.0,4.0,37.0,11.0,14.0,0.0,14.0,3.0,0.2972973,0.21428572,2.642857,0.0,1.0,1.0,11.0
2650,2020-05-10,47.0,3.0,33.0,40.0,3.0,0.33333334,75.0,23.0,1.2121212,0.30666667,0.44,0.0,1.0,2.0,7.0
2651,2020-05-10,582.0,34.0,79.0,107.0,62.0,0.0,83.0,39.0,1.3544304,0.4698795,0.9518072,0.0,1.0,0.41666663,1.0
2653,2020-05-10,10.0,2.0,3.0,4.0,10.0,0.33333334,33.0,9.0,1.3333334,0.27272728,0.09090909,0.5,1.0,0.0,12.0
2654,2020-05-10,40.0,2.0,3.0,4.0,2.0,0.33333334,99.0,45.0,1.3333334,0.45454547,0.030303031,0.5,1.0,-0.5,4.0
2655,2020-05-10,44.0,0.0,9.0,46.0,9.0,0.0,12.0,3.0,5.111111,0.25,0.75,0.0,1.0,-1.0,31.0
2656,2020-05-10,6.0,4.0,7.0,22.0,11.0,0.6666667,56.0,27.0,3.142857,0.48214287,0.125,0.25,1.0,1.0,4.0
2658,2020-05-10,14.0,4.0,28.0,30.0,18.0,0.33333334,17.0,3.0,1.0714285,0.1764706,1.6470588,0.25,1.0,0.33333337,5.0
2659,2020-05-10,71.0,7.0,27.0,87.0,36.0,0.33333334,5.0,2.0,3.2222223,0.4,5.4,0.14285715,1.0,1.3333333,1.0
2660,2020-05-10,232.0,24.0,51.0,69.0,17.0,0.33333334,121.0,10.0,1.3529412,0.08264463,0.4214876,0.0,1.0,0.41176474,2.0
2661,2020-05-10,187.0,11.0,106.0,181.0,27.0,0.0,49.0,4.0,1.7075472,0.08163265,2.1632652,0.0,1.0,-0.15384614,1.0
2662,2020-05-10,2.0,1.0,3.0,2.0,2.0,0.0,87.0,40.0,0.6666667,0.4597701,0.03448276,0.0,1.0,0.0,21.0
2663,2020-05-10,97.0,7.0,37.0,31.0,15.0,0.6666667,212.0,56.0,0.8378378,0.26415095,0.1745283,0.14285715,1.0,-0.22222221,6.0
2664,2020-05-10,214.0,6.0,63.0,13.0,17.0,0.33333334,234.0,75.0,0.20634921,0.32051283,0.26923078,0.16666667,1.0,0.0,4.0
2665,2020-05-10,4.0,1.0,7.0,4.0,3.0,0.6666667,5.0,2.0,0.5714286,0.4,1.4,1.0,1.0,-0.5,2.0
2666,2020-05-10,16.0,0.0,11.0,14.0,6.0,0.33333334,25.0,16.0,1.2727273,0.64,0.44,0.0,1.0,-1.0,53.0
2667,2020-05-10,149.0,39.0,128.0,55.0,7.0,0.33333334,7.0,0.0,0.4296875,0.0,18.285715,0.025641026,1.0,0.14705884,0.0
2669,2020-05-10,251.0,5.0,32.0,23.0,16.0,0.6666667,14.0,3.0,0.71875,0.21428572,2.2857144,0.0,1.0,0.25,2.0
2670,2020-05-10,631.0,18.0,84.0,301.0,92.0,0.6666667,134.0,16.0,3.5833333,0.11940298,0.6268657,0.0,1.0,-0.25,1.0
2671,2020-05-10,27.0,1.0,29.0,8.0,9.0,0.0,59.0,25.0,0.27586207,0.42372882,0.4915254,0.0,1.0,-0.5,7.0
2672,2020-05-10,52.0,5.0,37.0,18.0,21.0,0.6666667,59.0,30.0,0.4864865,0.5084746,0.62711865,0.0,1.0,0.6666666,17.0
2674,2020-05-10,295.0,2.0,49.0,272.0,28.0,0.0,1157.0,496.0,5.5510206,0.4286949,0.042350907,0.0,1.0,-0.7777778,4.0
2675,2020-05-10,1073.0,47.0,196.0,111.0,9.0,0.33333334,5.0,6.0,0.56632656,1.2,39.2,0.0,1.0,0.88,0.0
2676,2020-05-10,7.0,0.0,10.0,3.0,2.0,0.0,6.0,1.0,0.3,0.16666667,1.6666666,0.0,1.0,-1.0,31.0
2677,2020-05-10,9.0,1.0,10.0,3.0,3.0,0.33333334,51.0,40.0,0.3,0.78431374,0.19607843,0.0,1.0,0.0,24.0
2678,2020-05-10,48.0,5.0,35.0,29.0,9.0,0.0,30.0,3.0,0.82857144,0.1,1.1666666,0.0,1.0,4.0,0.0
2679,2020-05-10,11.0,2.0,17.0,11.0,3.0,0.0,105.0,55.0,0.64705884,0.52380955,0.16190477,0.0,1.0,-0.3333333,13.0
2680,2020-05-10,8.0,1.0,1.0,14.0,9.0,0.33333334,399.0,149.0,14.0,0.3734336,0.0025062656,0.0,1.0,0.0,5.0
2681,2020-05-10,39.0,6.0,32.0,33.0,5.0,0.33333334,7.0,2.0,1.03125,0.2857143,4.571429,0.0,1.0,0.20000005,2.0
2682,2020-05-10,21.0,3.0,0.0,6.0,4.0,0.33333334,87.0,38.0,0.0,0.43678162,0.0,0.0,1.0,-0.39999998,10.0
2683,2020-05-10,81.0,8.0,73.0,60.0,14.0,0.33333334,42.0,6.0,0.82191783,0.14285715,1.7380953,0.0,1.0,0.0,1.0
2684,2020-05-10,91.0,8.0,54.0,26.0,13.0,1.0,50.0,13.0,0.4814815,0.26,1.08,0.125,1.0,1.6666667,2.0
2685,2020-05-10,390.0,10.0,63.0,38.0,17.0,0.33333334,88.0,12.0,0.6031746,0.13636364,0.71590906,0.0,1.0,0.25,6.0
2686,2020-05-10,23.0,1.0,5.0,16.0,4.0,0.0,10.0,1.0,3.2,0.1,0.5,0.0,1.0,-0.5,9.0
2687,2020-05-10,91.0,15.0,107.0,43.0,26.0,0.6666667,6.0,4.0,0.40186915,0.6666667,17.833334,0.06666667,1.0,0.5,1.0
2689,2020-05-10,218.0,21.0,100.0,347.0,11.0,0.33333334,32.0,6.0,3.47,0.1875,3.125,0.0,1.0,0.0,0.0
2690,2020-05-10,164.0,31.0,38.0,389.0,7.0,0.33333334,11.0,0.0,10.236842,0.0,3.4545455,0.0,1.0,0.40909088,0.0
2691,2020-05-10,96.0,20.0,146.0,46.0,10.0,0.0,46.0,12.0,0.63013697,0.5217391,6.347826,0.0,2.0,-0.46153843,0.0
2693,2020-05-10,17.0,4.0,4.0,31.0,5.0,0.0,177.0,87.0,7.75,0.4915254,0.02259887,0.0,1.0,0.0,8.0
2694,2020-05-10,1.0,1.0,0.0,6.0,4.0,0.6666667,23.0,9.0,0.0,0.39130434,0.0,0.0,1.0,0.0,8.0
2695,2020-05-10,158.0,1.0,53.0,42.0,21.0,1.0,2.0,0.0,0.7924528,0.0,26.5,1.0,1.0,-0.85714287,0.0
2696,2020-05-10,178.0,3.0,41.0,76.0,13.0,1.0,16.0,9.0,1.8536586,0.5625,2.5625,0.0,1.0,-0.625,0.0
2697,2020-05-10,11.0,1.0,1.0,13.0,0.0,0.33333334,138.0,21.0,13.0,0.1521739,0.007246377,0.0,0.0,0.0,20.0
2698,2020-05-10,37.0,6.0,69.0,92.0,47.0,0.33333334,5.0,2.0,1.3333334,0.4,13.8,0.0,1.0,0.0,1.0
2699,2020-05-10,75.0,6.0,22.0,43.0,6.0,0.6666667,10.0,1.0,1.9545455,0.1,2.2,0.0,1.0,-0.25,11.0
2700,2020-05-10,102.0,5.0,19.0,9.0,3.0,0.33333334,8.0,4.0,0.47368422,0.5,2.375,0.0,1.0,-0.16666669,6.0
2701,2020-05-10,15.0,0.0,11.0,6.0,5.0,0.0,9.0,8.0,0.54545456,0.8888889,1.2222222,0.0,1.0,0.0,59.0
