account_id,observation_date,is_churn,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,account_tenure
52,17/02/2020,FALSE,2,5,1,4,1,0,163,74,23
87,17/02/2020,FALSE,9,3,17,5,3,1,16,7,23
90,17/02/2020,FALSE,256,10,38,9,5,0,12,1,23
130,17/02/2020,FALSE,41,1,21,12,7,0,295,107,23
171,17/02/2020,FALSE,168,5,26,31,4,0,4,2,23
175,17/02/2020,FALSE,35,8,26,72,20,2,11,0,23
228,17/02/2020,FALSE,57,4,13,8,7,0,23,6,23
233,17/02/2020,FALSE,7,1,1,2,3,0,7,0,23
341,17/02/2020,FALSE,30,1,14,17,6,0,8,3,23
375,17/02/2020,FALSE,139,14,377,275,61,0,26,10,23
390,17/02/2020,FALSE,3,0,9,1,0,0,30,19,23
432,17/02/2020,FALSE,425,20,137,185,11,0,8,0,23
437,17/02/2020,FALSE,3,1,0,1,1,0,13,6,23
439,17/02/2020,FALSE,78,7,25,28,5,0,12,5,23
440,17/02/2020,FALSE,15,2,17,34,8,0,133,77,23
519,17/02/2020,FALSE,134,7,4,14,8,0,13,1,23
535,17/02/2020,FALSE,34,5,30,14,10,0,0,0,23
568,17/02/2020,FALSE,15,10,16,43,1,0,191,56,23
602,17/02/2020,FALSE,39,1,7,7,3,1,3,1,23
650,17/02/2020,FALSE,92,3,19,21,34,1,29,4,23
659,17/02/2020,FALSE,27,7,21,9,8,1,35,18,23
729,17/02/2020,FALSE,114,7,64,23,11,1,54,4,23
860,17/02/2020,FALSE,0,0,0,0,0,0,16,3,23
862,17/02/2020,FALSE,31,10,10,10,3,0,116,36,23
892,17/02/2020,FALSE,92,6,16,12,4,0,52,7,23
893,17/02/2020,FALSE,10,2,12,12,14,0,70,15,23
940,17/02/2020,FALSE,132,8,52,25,8,0,38,7,23
1027,17/02/2020,FALSE,25,1,6,8,3,0,14,3,23
1035,17/02/2020,FALSE,176,31,96,32,9,0,7,2,23
1099,17/02/2020,FALSE,44,6,58,18,20,0,40,9,23
1130,17/02/2020,FALSE,22,3,29,21,7,0,67,34,23
1141,17/02/2020,FALSE,10,2,26,19,24,0,11,2,23
1150,17/02/2020,FALSE,21,1,17,3,22,1,10,12,23
1184,17/02/2020,FALSE,53,9,69,74,5,0,17,4,23
1248,17/02/2020,FALSE,120,0,42,51,23,0,14,1,23
1267,17/02/2020,FALSE,134,1,19,62,7,1,2,0,23
1316,17/02/2020,FALSE,39,7,21,10,4,0,15,2,23
1389,17/02/2020,FALSE,15,1,10,26,11,1,3,0,23
1401,17/02/2020,FALSE,12,1,3,7,20,0,32,17,23
1414,17/02/2020,FALSE,18,4,62,25,4,0,333,138,23
1418,17/02/2020,FALSE,277,15,86,77,14,0,77,32,23
1436,17/02/2020,FALSE,313,39,155,386,137,0,21,8,23
1467,17/02/2020,FALSE,19,2,27,7,17,0,12,3,23
1478,17/02/2020,FALSE,17,2,3,26,0,0,38,2,23
1520,17/02/2020,FALSE,17,1,22,40,12,1,26,20,23
1540,17/02/2020,FALSE,120,12,12,43,6,2,31,18,23
1560,17/02/2020,FALSE,6,1,74,29,11,0,9,0,23
1589,17/02/2020,FALSE,131,28,36,23,17,0,226,88,23
1656,17/02/2020,FALSE,0,1,0,0,0,1,1,2,23
1729,17/02/2020,FALSE,12,6,24,3,4,0,10,11,23
1765,17/02/2020,FALSE,8,0,20,10,1,1,87,41,23
1827,17/02/2020,FALSE,259,11,790,237,29,0,188,47,23
1871,17/02/2020,FALSE,65,14,32,50,30,0,12,5,23
1887,17/02/2020,FALSE,19,5,2,3,1,0,22,19,23
1928,17/02/2020,FALSE,2,0,0,0,6,1,4,1,23
1973,17/02/2020,FALSE,5,2,17,8,1,0,105,69,23
1974,17/02/2020,FALSE,60,13,109,78,20,1,63,50,23
2051,17/02/2020,FALSE,98,5,11,24,37,1,2,0,23
2097,17/02/2020,FALSE,9,11,20,64,18,0,72,35,23
2184,17/02/2020,FALSE,171,9,58,27,27,1,12,3,23
2190,17/02/2020,FALSE,37,10,12,8,16,1,6,5,23
2202,17/02/2020,FALSE,20,7,16,33,28,0,39,10,23
2303,17/02/2020,FALSE,152,23,162,70,59,0,234,104,23
2305,17/02/2020,FALSE,102,8,37,110,4,1,44,20,23
2318,17/02/2020,FALSE,250,13,62,239,18,2,4,2,23
2338,17/02/2020,FALSE,43,9,21,4,7,0,62,21,23
2431,17/02/2020,FALSE,81,8,32,37,50,0,15,12,23
2532,17/02/2020,FALSE,4,1,3,0,1,0,22,5,23
2536,17/02/2020,FALSE,619,6,62,52,34,0,106,41,23
2599,17/02/2020,FALSE,38,3,20,12,11,0,60,25,23
2604,17/02/2020,FALSE,79,9,64,12,5,0,10,0,23
2629,17/02/2020,FALSE,35,4,31,11,24,0,112,53,23
2678,17/02/2020,FALSE,214,9,183,61,9,0,78,28,23
2710,17/02/2020,FALSE,4,1,19,17,9,0,59,43,23
2739,17/02/2020,FALSE,5,0,3,3,0,0,2,0,23
2753,17/02/2020,FALSE,3,7,4,6,0,1,31,19,23
2770,17/02/2020,FALSE,53,0,7,9,21,1,14,6,23
2777,17/02/2020,FALSE,35,1,11,4,11,0,0,0,23
2801,17/02/2020,FALSE,271,16,51,89,5,1,44,1,23
2861,17/02/2020,FALSE,52,5,14,19,32,0,56,2,23
2863,17/02/2020,FALSE,11,6,9,8,1,0,9,1,23
2883,17/02/2020,FALSE,5,1,10,7,8,0,22,5,23
2903,17/02/2020,FALSE,8,1,5,5,1,0,23,21,23
2946,17/02/2020,FALSE,69,13,306,86,23,0,180,18,23
2971,17/02/2020,FALSE,4,1,1,12,4,0,9,0,23
3011,17/02/2020,FALSE,4,0,1,1,11,0,521,166,23
3018,17/02/2020,FALSE,10,6,42,18,7,1,41,22,23
3074,17/02/2020,FALSE,50,3,20,27,6,0,10,0,23
3153,17/02/2020,FALSE,12,3,4,14,2,1,5,0,23
3167,17/02/2020,FALSE,133,3,47,18,5,0,16,3,23
3177,17/02/2020,FALSE,60,3,10,3,2,1,40,18,23
3220,17/02/2020,FALSE,4,3,8,11,3,0,1,0,23
3248,17/02/2020,FALSE,72,9,55,95,25,0,186,17,23
3250,17/02/2020,FALSE,4,0,6,1,2,0,3,1,23
3257,17/02/2020,FALSE,38,3,29,47,5,0,28,9,23
3294,17/02/2020,FALSE,17,3,10,7,7,1,18,2,23
3319,17/02/2020,FALSE,158,25,158,107,5,1,4,0,23
3327,17/02/2020,FALSE,112,4,28,6,1,0,2,0,23
3342,17/02/2020,FALSE,43,7,22,10,11,0,6,1,23
3344,17/02/2020,FALSE,197,4,67,59,29,0,37,16,23
3381,17/02/2020,FALSE,106,4,8,16,14,0,473,182,23
3405,17/02/2020,FALSE,25,1,31,23,5,0,3,0,23
3434,17/02/2020,FALSE,29,3,10,11,8,1,8,6,23
3451,17/02/2020,FALSE,65,5,29,11,46,0,32,11,23
3464,17/02/2020,FALSE,116,4,6,15,11,0,104,68,23
3497,17/02/2020,FALSE,193,4,75,41,11,0,15,1,23
3499,17/02/2020,FALSE,141,5,116,18,18,0,3,0,23
3590,17/02/2020,FALSE,4,0,1,1,4,0,13,10,23
3616,17/02/2020,FALSE,21,2,17,6,2,0,4,1,23
3678,17/02/2020,FALSE,133,5,57,57,2,1,112,37,23
3681,17/02/2020,FALSE,10,5,16,4,2,0,218,89,23
3771,17/02/2020,FALSE,1,2,1,3,0,1,14,3,23
3773,17/02/2020,FALSE,1,0,4,8,1,0,33,13,23
3782,17/02/2020,FALSE,268,12,54,127,13,0,5,1,23
3794,17/02/2020,FALSE,13,8,13,4,2,0,32,13,23
3800,17/02/2020,FALSE,80,4,4,37,9,0,6,0,23
3802,17/02/2020,FALSE,73,8,23,18,5,0,10,3,23
3812,17/02/2020,FALSE,186,11,120,71,22,2,4,1,23
3817,17/02/2020,FALSE,47,3,16,22,4,0,0,2,23
3834,17/02/2020,FALSE,6,4,1,4,0,0,6,0,23
3913,17/02/2020,FALSE,13,7,16,3,15,0,46,10,23
3944,17/02/2020,FALSE,52,13,106,56,8,0,10,8,23
4007,17/02/2020,FALSE,24,1,0,14,24,0,110,28,23
4039,17/02/2020,FALSE,49,4,16,3,30,0,14,2,23
4090,17/02/2020,FALSE,104,15,44,251,9,0,6,1,23
4108,17/02/2020,FALSE,12,2,7,4,17,0,112,38,23
4135,17/02/2020,FALSE,84,11,71,11,2,0,16,6,23
4142,17/02/2020,FALSE,448,13,39,81,36,0,8,1,23
4181,17/02/2020,FALSE,6,5,9,4,12,0,18,6,23
4204,17/02/2020,FALSE,5,1,1,0,1,0,84,8,23
4234,17/02/2020,FALSE,105,21,69,63,28,0,16,2,23
4262,17/02/2020,FALSE,462,9,46,43,13,0,13,11,23
4320,17/02/2020,FALSE,182,4,85,22,10,0,30,17,23
4381,17/02/2020,FALSE,17,7,84,7,26,0,406,154,23
4426,17/02/2020,FALSE,0,2,10,1,1,0,21,22,23
4555,17/02/2020,FALSE,95,6,26,48,30,0,2,2,23
4565,17/02/2020,FALSE,86,6,7,66,8,0,10,3,23
4681,17/02/2020,FALSE,65,6,57,28,9,1,59,27,23
4706,17/02/2020,FALSE,95,6,33,22,29,0,230,77,23
4714,17/02/2020,FALSE,122,2,19,39,96,0,5,1,23
4800,17/02/2020,FALSE,19,0,6,11,4,1,1,0,23
4850,17/02/2020,FALSE,10,1,21,25,4,0,60,30,23
4882,17/02/2020,FALSE,34,1,50,13,8,0,5,1,23
4909,17/02/2020,FALSE,73,2,6,27,27,0,1,1,23
4927,17/02/2020,FALSE,72,12,20,37,10,0,3,2,23
4984,17/02/2020,FALSE,7,5,10,6,9,0,12,16,23
5012,17/02/2020,FALSE,15,1,9,0,0,2,9,1,23
5037,17/02/2020,FALSE,165,7,107,94,4,1,0,0,23
5054,17/02/2020,FALSE,109,1,58,33,18,0,99,31,23
5090,17/02/2020,FALSE,6,5,2,2,2,0,199,110,23
5095,17/02/2020,FALSE,71,6,27,58,78,0,142,72,23
5189,17/02/2020,FALSE,72,4,26,15,10,0,0,1,23
5218,17/02/2020,FALSE,16,7,37,24,6,0,10,1,23
5230,17/02/2020,FALSE,7,0,0,0,0,1,5,2,23
5277,17/02/2020,FALSE,72,0,43,16,6,0,5,6,23
5293,17/02/2020,FALSE,43,5,12,16,1,0,11,9,23
5321,17/02/2020,FALSE,131,12,16,76,5,1,28,13,23
5346,17/02/2020,FALSE,21,9,19,30,6,0,4,3,23
5391,17/02/2020,FALSE,36,3,20,19,4,0,9,1,23
5396,17/02/2020,FALSE,15,4,35,28,6,0,10,2,23
5397,17/02/2020,FALSE,411,23,183,165,48,0,344,159,23
5417,17/02/2020,FALSE,55,7,7,14,0,1,162,51,23
5503,17/02/2020,FALSE,34,3,22,27,11,0,62,20,23
5541,17/02/2020,FALSE,79,10,29,62,14,0,8,2,23
5554,17/02/2020,FALSE,18,2,0,17,0,1,24,3,23
5591,17/02/2020,FALSE,0,0,1,0,0,0,1,0,23
5604,17/02/2020,FALSE,4,0,12,0,2,0,1,0,23
5613,17/02/2020,FALSE,91,2,42,31,61,0,41,32,23
5636,17/02/2020,FALSE,175,13,43,69,36,0,71,41,23
5646,17/02/2020,FALSE,40,2,29,10,2,0,169,94,23
5692,17/02/2020,FALSE,0,1,6,8,0,0,17,1,23
5703,17/02/2020,FALSE,26,0,8,49,4,0,64,29,23
5711,17/02/2020,FALSE,10,2,0,5,2,0,21,14,23
5738,17/02/2020,FALSE,24,1,7,3,3,1,43,21,23
5755,17/02/2020,FALSE,88,4,39,51,12,0,53,21,23
5756,17/02/2020,FALSE,22,0,6,10,2,0,113,51,23
5773,17/02/2020,FALSE,5,2,4,3,1,0,14,4,23
5781,17/02/2020,FALSE,29,3,22,15,10,0,115,50,23
5842,17/02/2020,FALSE,21,9,17,18,4,0,1,0,23
5968,17/02/2020,FALSE,5,1,2,0,11,0,24,7,23
6016,17/02/2020,FALSE,17,2,48,3,25,0,4,0,23
6056,17/02/2020,FALSE,159,19,387,126,157,0,123,54,23
6084,17/02/2020,FALSE,407,10,70,87,13,0,39,16,23
6090,17/02/2020,FALSE,398,27,97,85,33,0,63,32,23
6138,17/02/2020,FALSE,12,0,4,0,26,1,6,2,23
6142,17/02/2020,FALSE,5,6,6,12,7,0,65,20,23
6197,17/02/2020,FALSE,183,5,51,41,12,0,91,35,23
6256,17/02/2020,FALSE,5,3,12,26,1,0,236,95,23
6268,17/02/2020,FALSE,29,3,3,14,9,1,5,2,23
6283,17/02/2020,FALSE,51,9,23,29,5,0,9,7,23
6293,17/02/2020,FALSE,91,9,86,181,9,0,185,68,23
6320,17/02/2020,FALSE,360,11,69,88,29,0,36,25,23
6326,17/02/2020,FALSE,100,2,45,6,14,0,21,8,23
6475,17/02/2020,FALSE,100,9,25,16,9,0,1,0,23
6478,17/02/2020,FALSE,108,9,47,97,7,0,259,112,23
6489,17/02/2020,FALSE,3,4,10,9,1,0,1,1,23
6494,17/02/2020,FALSE,39,7,49,46,0,1,34,20,23
6507,17/02/2020,FALSE,169,4,43,49,5,0,2,1,23
6509,17/02/2020,FALSE,20,2,21,19,5,0,7,0,23
6578,17/02/2020,FALSE,3,5,4,4,0,0,17,4,23
6596,17/02/2020,FALSE,39,2,21,30,4,1,44,12,23
6597,17/02/2020,FALSE,240,13,34,82,32,1,300,106,23
6620,17/02/2020,FALSE,30,0,6,14,20,0,22,19,23
6663,17/02/2020,FALSE,9,2,2,12,16,0,25,2,23
6667,17/02/2020,FALSE,86,17,117,80,4,0,43,17,23
6730,17/02/2020,FALSE,1,4,5,9,7,0,15,1,23
6757,17/02/2020,FALSE,0,0,5,1,2,0,134,39,23
6764,17/02/2020,FALSE,37,2,29,27,16,1,27,18,23
6803,17/02/2020,FALSE,51,17,52,27,25,0,47,26,23
6830,17/02/2020,FALSE,33,6,128,40,81,0,19,14,23
6869,17/02/2020,FALSE,21,4,11,5,3,0,11,7,23
6878,17/02/2020,FALSE,73,4,16,14,15,0,90,49,23
6982,17/02/2020,FALSE,62,1,20,12,8,1,13,8,23
7029,17/02/2020,FALSE,2,0,5,4,0,0,2,2,23
7092,17/02/2020,FALSE,41,2,13,14,9,0,14,3,23
7158,17/02/2020,FALSE,34,9,56,19,5,0,15,0,23
7164,17/02/2020,FALSE,18,3,21,34,11,1,12,6,23
7297,17/02/2020,FALSE,12,2,8,2,5,0,6,0,23
7406,17/02/2020,FALSE,190,20,42,41,14,0,58,20,23
7441,17/02/2020,FALSE,13,1,23,5,3,0,74,15,23
7483,17/02/2020,FALSE,33,12,10,1,5,1,9,0,23
7502,17/02/2020,FALSE,158,9,162,70,38,0,26,4,23
7556,17/02/2020,FALSE,11,0,27,20,3,0,42,10,23
7558,17/02/2020,FALSE,7,3,29,4,2,0,15,8,23
7679,17/02/2020,FALSE,44,6,129,11,5,0,86,50,23
7711,17/02/2020,FALSE,8,3,5,0,1,0,9,7,23
7734,17/02/2020,FALSE,76,0,128,18,69,1,7,3,23
7758,17/02/2020,FALSE,355,18,46,56,66,0,107,60,23
7768,17/02/2020,FALSE,62,7,11,31,2,0,14,7,23
7836,17/02/2020,FALSE,55,4,34,35,30,1,40,17,23
7860,17/02/2020,FALSE,51,1,39,23,1,0,120,51,23
8052,17/02/2020,FALSE,4,2,2,8,4,0,22,7,23
8105,17/02/2020,FALSE,41,2,24,22,9,0,264,71,23
8115,17/02/2020,FALSE,242,18,81,70,8,1,189,127,23
8124,17/02/2020,FALSE,6,4,0,4,1,0,24,3,23
8125,17/02/2020,FALSE,50,6,59,37,1,1,6,3,23
8155,17/02/2020,FALSE,4,0,15,40,2,0,41,30,23
8184,17/02/2020,FALSE,281,14,95,52,11,0,16,2,23
8215,17/02/2020,FALSE,16,5,17,14,3,1,8,1,23
8221,17/02/2020,FALSE,7,3,45,44,16,1,168,84,23
8231,17/02/2020,FALSE,185,17,32,85,28,0,560,238,23
8232,17/02/2020,FALSE,11,1,8,3,4,1,98,46,23
8248,17/02/2020,FALSE,6,1,2,4,2,0,432,219,23
8257,17/02/2020,FALSE,122,8,106,35,20,1,41,2,23
8284,17/02/2020,FALSE,6,0,0,0,7,0,11,0,23
8315,17/02/2020,FALSE,67,6,28,151,1,0,45,18,23
8328,17/02/2020,FALSE,9,0,5,5,6,0,50,21,23
8329,17/02/2020,FALSE,8,0,3,1,1,0,8,4,23
8383,17/02/2020,FALSE,30,11,68,12,2,0,7,2,23
8525,17/02/2020,FALSE,85,3,40,11,5,1,0,0,23
8567,17/02/2020,FALSE,26,3,4,7,11,1,27,9,23
8705,17/02/2020,FALSE,183,9,21,29,26,0,19,8,23
8756,17/02/2020,FALSE,240,11,114,87,13,1,4,1,23
8841,17/02/2020,FALSE,39,0,14,15,2,0,4,2,23
8874,17/02/2020,FALSE,26,0,0,8,4,0,20,4,23
8893,17/02/2020,FALSE,9,2,98,21,28,0,249,106,23
8903,17/02/2020,FALSE,98,5,12,13,8,0,39,22,23
8961,17/02/2020,FALSE,8,0,16,3,1,1,3,0,23
8971,17/02/2020,FALSE,39,8,32,50,4,0,11,2,23
8977,17/02/2020,FALSE,58,16,25,6,0,0,9,1,23
9038,17/02/2020,FALSE,9,4,1,21,2,0,2,0,23
9075,17/02/2020,FALSE,14,3,19,15,5,0,14,1,23
9121,17/02/2020,FALSE,1,3,0,0,5,0,33,14,23
9130,17/02/2020,FALSE,4,0,2,0,5,0,38,9,23
9196,17/02/2020,FALSE,19,8,5,26,12,0,89,18,23
9230,17/02/2020,FALSE,35,10,2,12,4,0,30,18,23
9238,17/02/2020,FALSE,35,2,92,37,31,0,3,0,23
9261,17/02/2020,FALSE,172,15,62,15,3,1,59,24,23
9276,17/02/2020,FALSE,32,3,26,10,2,0,3,0,23
9285,17/02/2020,FALSE,313,8,71,20,16,2,126,59,23
9295,17/02/2020,FALSE,29,1,9,6,1,0,3,4,23
9340,17/02/2020,FALSE,54,26,147,53,30,0,22,9,23
9363,17/02/2020,FALSE,78,4,31,12,15,0,32,14,23
9403,17/02/2020,FALSE,12,1,13,18,13,1,12,8,23
9408,17/02/2020,FALSE,106,12,21,100,21,0,12,3,23
9429,17/02/2020,FALSE,184,3,42,18,5,1,22,2,23
9450,17/02/2020,FALSE,74,3,27,204,22,0,52,25,23
9482,17/02/2020,FALSE,39,5,32,13,22,1,4,2,23
9508,17/02/2020,FALSE,67,4,35,38,3,0,3,1,23
9601,17/02/2020,FALSE,35,7,19,40,22,0,14,3,23
9618,17/02/2020,FALSE,9,8,52,25,6,0,12,10,23
9671,17/02/2020,FALSE,20,8,85,30,9,1,20,12,23
9704,17/02/2020,FALSE,62,9,13,81,31,0,106,58,23
9733,17/02/2020,FALSE,16,9,16,39,24,1,0,0,23
9807,17/02/2020,FALSE,18,2,21,45,1,0,2,2,23
9862,17/02/2020,FALSE,8,3,3,5,1,1,6,6,23
9944,17/02/2020,FALSE,391,12,384,92,130,0,188,39,23
9949,17/02/2020,FALSE,19,3,6,10,20,1,15,13,23
9977,17/02/2020,FALSE,11,2,18,6,1,0,2,1,23
9995,17/02/2020,FALSE,30,3,15,25,7,0,4,0,23
83,18/02/2020,FALSE,12,0,4,4,4,0,18,4,22
104,18/02/2020,FALSE,13,2,3,14,0,0,14,8,22
173,18/02/2020,FALSE,179,6,40,62,1,1,1,1,22
209,18/02/2020,FALSE,66,9,38,32,21,0,62,43,22
218,18/02/2020,FALSE,150,2,67,95,7,0,56,5,22
226,18/02/2020,FALSE,58,5,2,10,10,0,19,3,22
266,18/02/2020,FALSE,79,5,17,28,13,0,13,3,22
268,18/02/2020,FALSE,164,15,53,85,11,0,13,1,22
307,18/02/2020,FALSE,43,8,16,50,9,0,2,2,22
332,18/02/2020,FALSE,89,7,13,27,13,0,17,5,22
336,18/02/2020,FALSE,372,14,34,129,1,0,14,1,22
389,18/02/2020,FALSE,23,16,29,7,11,0,9,0,22
399,18/02/2020,FALSE,16,2,11,8,1,2,80,42,22
459,18/02/2020,FALSE,57,4,74,30,38,0,221,27,22
514,18/02/2020,FALSE,33,0,12,3,17,0,5,6,22
564,18/02/2020,FALSE,14,1,12,12,5,0,296,112,22
596,18/02/2020,FALSE,39,9,60,17,9,1,15,2,22
632,18/02/2020,FALSE,78,1,7,1,0,0,18,3,22
668,18/02/2020,FALSE,22,5,18,0,4,0,34,13,22
680,18/02/2020,FALSE,42,6,5,51,9,1,41,11,22
708,18/02/2020,FALSE,21,2,17,11,2,0,9,7,22
736,18/02/2020,FALSE,13,1,1,3,3,0,37,29,22
873,18/02/2020,FALSE,25,0,4,5,0,0,29,14,22
968,18/02/2020,FALSE,90,14,21,33,19,0,20,3,22
979,18/02/2020,FALSE,48,5,28,33,52,1,280,93,22
980,18/02/2020,FALSE,24,2,12,4,4,0,7,5,22
1044,18/02/2020,FALSE,12,4,17,15,7,0,83,13,22
1060,18/02/2020,FALSE,35,1,21,21,12,0,40,6,22
1075,18/02/2020,FALSE,10,2,3,3,10,0,24,18,22
1204,18/02/2020,FALSE,84,13,5,34,13,0,22,13,22
1212,18/02/2020,FALSE,95,4,37,88,9,0,4,1,22
1292,18/02/2020,FALSE,34,9,23,42,10,0,18,10,22
1347,18/02/2020,FALSE,13,4,8,8,7,0,10,2,22
1394,18/02/2020,FALSE,11,7,43,24,9,0,11,4,22
1450,18/02/2020,FALSE,100,5,55,37,13,2,5,2,22
1469,18/02/2020,FALSE,6,4,3,2,4,0,10,4,22
1471,18/02/2020,FALSE,29,4,29,21,10,0,73,17,22
1484,18/02/2020,FALSE,70,4,122,31,37,1,48,15,22
1550,18/02/2020,FALSE,16,1,7,49,7,0,23,16,22
1668,18/02/2020,FALSE,3,0,10,7,19,0,27,10,22
1669,18/02/2020,FALSE,45,1,22,76,62,0,15,6,22
1746,18/02/2020,FALSE,9,2,6,36,7,0,20,8,22
1766,18/02/2020,FALSE,34,7,9,7,35,0,0,2,22
1805,18/02/2020,FALSE,18,1,32,7,17,1,132,55,22
1813,18/02/2020,FALSE,117,13,44,167,22,0,10,15,22
1886,18/02/2020,FALSE,45,1,7,13,3,1,110,36,22
1893,18/02/2020,FALSE,5,0,6,0,4,0,59,29,22
1894,18/02/2020,FALSE,13,0,17,7,2,0,37,9,22
1904,18/02/2020,FALSE,145,6,90,161,2,1,153,62,22
1933,18/02/2020,FALSE,60,3,10,12,0,0,29,25,22
1991,18/02/2020,FALSE,24,0,8,53,6,0,70,32,22
1996,18/02/2020,FALSE,0,0,9,1,6,1,14,0,22
2006,18/02/2020,FALSE,12,7,20,42,7,0,60,16,22
2008,18/02/2020,FALSE,13,3,18,13,4,1,86,34,22
2009,18/02/2020,FALSE,7,2,5,2,4,2,17,21,22
2014,18/02/2020,FALSE,29,8,50,47,15,0,51,32,22
2142,18/02/2020,FALSE,154,16,46,103,53,1,4,3,22
2147,18/02/2020,FALSE,18,5,8,20,6,0,0,0,22
2224,18/02/2020,FALSE,10,1,14,34,1,0,22,14,22
2225,18/02/2020,FALSE,1,1,5,1,10,0,21,10,22
2248,18/02/2020,FALSE,2,1,12,0,5,0,20,3,22
2257,18/02/2020,FALSE,59,0,9,6,0,1,67,40,22
2316,18/02/2020,FALSE,9,1,13,5,9,0,4,0,22
2340,18/02/2020,FALSE,25,1,30,29,1,0,8,0,22
2341,18/02/2020,FALSE,12,0,3,4,5,0,5,0,22
2370,18/02/2020,FALSE,83,5,2,33,8,0,15,0,22
2400,18/02/2020,FALSE,1262,18,172,32,3,0,35,8,22
2424,18/02/2020,FALSE,85,0,81,6,9,0,15,4,22
2459,18/02/2020,FALSE,77,3,19,14,3,0,17,10,22
2497,18/02/2020,FALSE,43,0,18,9,19,0,119,16,22
2567,18/02/2020,FALSE,59,10,22,8,1,0,17,12,22
2574,18/02/2020,FALSE,22,3,32,15,33,0,42,10,22
2603,18/02/2020,FALSE,45,12,69,26,15,0,30,5,22
2618,18/02/2020,FALSE,41,1,9,1,7,0,4,3,22
2636,18/02/2020,FALSE,68,2,10,8,51,0,5,3,22
2638,18/02/2020,FALSE,71,1,3,37,9,0,236,99,22
2640,18/02/2020,FALSE,4,1,9,7,2,0,58,29,22
2706,18/02/2020,FALSE,203,5,47,20,3,0,63,28,22
2719,18/02/2020,FALSE,97,2,18,15,3,0,23,16,22
2731,18/02/2020,FALSE,132,19,81,454,77,0,14,2,22
2800,18/02/2020,FALSE,70,8,21,52,2,1,13,3,22
2816,18/02/2020,FALSE,6,3,27,56,4,0,18,3,22
2841,18/02/2020,FALSE,21,2,36,17,3,0,3,2,22
2966,18/02/2020,FALSE,16,0,3,4,4,1,24,0,22
2976,18/02/2020,FALSE,5,1,5,0,3,0,48,29,22
2978,18/02/2020,FALSE,51,5,24,6,2,1,244,67,22
3039,18/02/2020,FALSE,187,15,106,18,11,0,9,1,22
3042,18/02/2020,FALSE,14,2,6,3,8,0,17,2,22
3062,18/02/2020,FALSE,5,1,8,8,6,0,3,0,22
3226,18/02/2020,FALSE,91,6,9,26,3,0,32,13,22
3298,18/02/2020,FALSE,20,1,27,10,0,0,7,12,22
3304,18/02/2020,FALSE,27,4,14,17,3,2,1,0,22
3328,18/02/2020,FALSE,111,9,6,4,11,1,123,32,22
3377,18/02/2020,FALSE,265,5,35,37,6,0,7,2,22
3401,18/02/2020,FALSE,94,12,13,46,21,0,10,1,22
3412,18/02/2020,FALSE,20,7,9,24,3,0,1,1,22
3433,18/02/2020,FALSE,195,9,71,160,46,1,6,2,22
3463,18/02/2020,FALSE,20,1,12,20,2,1,160,65,22
3485,18/02/2020,FALSE,13,2,12,17,7,0,65,19,22
3506,18/02/2020,FALSE,6,3,13,5,0,0,3,1,22
3520,18/02/2020,FALSE,9,1,11,24,3,0,3,0,22
3531,18/02/2020,FALSE,152,7,59,41,2,0,0,0,22
3604,18/02/2020,FALSE,129,7,36,41,3,3,10,2,22
3700,18/02/2020,FALSE,24,5,18,77,16,0,4,1,22
3720,18/02/2020,FALSE,7,0,3,5,0,1,11,4,22
3727,18/02/2020,FALSE,106,37,35,112,36,0,0,0,22
3735,18/02/2020,FALSE,52,2,44,37,4,0,28,16,22
3833,18/02/2020,FALSE,13,5,4,8,10,0,821,344,22
3865,18/02/2020,FALSE,77,6,38,48,8,0,14,0,22
3866,18/02/2020,FALSE,105,2,215,134,10,0,9,6,22
3873,18/02/2020,FALSE,8,4,5,11,9,0,38,11,22
3891,18/02/2020,FALSE,8,1,6,4,6,0,11,3,22
3896,18/02/2020,FALSE,38,2,7,18,2,0,7,2,22
3898,18/02/2020,FALSE,35,2,14,50,9,1,8,1,22
3919,18/02/2020,FALSE,94,3,86,21,7,0,125,2,22
3945,18/02/2020,FALSE,23,1,5,12,3,0,2,1,22
3954,18/02/2020,FALSE,16,3,12,5,7,0,16,12,22
3965,18/02/2020,FALSE,22,7,21,6,7,1,83,26,22
3968,18/02/2020,FALSE,273,7,73,50,7,0,22,6,22
3984,18/02/2020,FALSE,7,4,35,18,1,0,18,5,22
4012,18/02/2020,FALSE,14,4,7,11,2,1,86,49,22
4066,18/02/2020,FALSE,15,0,6,3,6,0,10,2,22
4098,18/02/2020,FALSE,2844,32,360,364,6,0,2266,852,22
4099,18/02/2020,FALSE,360,12,73,98,30,0,8,0,22
4167,18/02/2020,FALSE,104,8,28,43,32,1,10,0,22
4176,18/02/2020,FALSE,59,2,22,49,11,0,4,0,22
4215,18/02/2020,FALSE,27,2,1,9,19,0,11,2,22
4216,18/02/2020,FALSE,58,9,62,22,7,0,20,4,22
4242,18/02/2020,FALSE,29,6,16,36,40,0,107,43,22
4287,18/02/2020,FALSE,11,1,4,0,2,0,1,2,22
4292,18/02/2020,FALSE,95,1,1,1,18,1,5,0,22
4295,18/02/2020,FALSE,32,2,12,14,25,0,102,51,22
4323,18/02/2020,FALSE,27,7,23,22,11,0,5,0,22
