account_id,observation_date,is_churn,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,adview_per_post,reply_per_message,like_per_post,post_per_message,unfriend_per_newfriend,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend
4805,2020-03-14,False,29.0,6.0,19.0,55.0,7.0,0.5714286,27.0,9.0,2.8947368,0.33333334,0.0,0.7037037,0.0952381,1.0,-0.14285713,3.0
4835,2020-03-14,False,50.0,2.0,8.0,15.0,7.0,1.1428572,11.0,2.0,1.875,0.18181819,0.0,0.72727275,0.5714286,1.0,0.0,6.0
4969,2020-03-14,False,2.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
4987,2020-03-14,False,51.0,0.0,15.0,32.0,2.0,0.0,24.0,19.0,2.1333334,0.7916667,0.0,0.625,0.0,1.0,-1.0,30.0
4988,2020-03-14,False,1487.0,9.0,58.0,144.0,115.0,0.5714286,27.0,4.0,2.4827585,0.14814815,0.0,2.148148,0.06349207,1.0,-0.100000024,3.0
5050,2020-03-14,True,330.0,13.0,159.0,371.0,22.0,0.0,2.0,0.0,2.3333333,0.0,0.0,79.5,0.0,1.0,0.08333337,7.0
5072,2020-03-14,False,112.0,9.0,64.0,49.0,21.0,0.5714286,45.0,23.0,0.765625,0.51111114,0.0,1.4222223,0.06349207,1.0,-0.4375,1.0
5103,2020-03-14,False,417.0,11.0,29.0,30.0,35.0,0.0,18.0,5.0,1.0344827,0.2777778,0.0,1.6111112,0.0,1.0,0.8333334,0.0
5112,2020-03-14,False,3.0,6.0,5.0,7.0,4.0,0.0,8.0,0.0,1.4,0.0,0.0,0.625,0.0,1.0,5.0,6.0
5146,2020-03-14,False,37.0,3.0,33.0,24.0,34.0,0.0,20.0,2.0,0.72727275,0.1,0.0,1.65,0.0,1.0,0.5,4.0
5177,2020-03-14,False,94.0,9.0,11.0,22.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,1.25,2.0
5186,2020-03-14,False,177.0,21.0,108.0,45.0,74.0,0.0,14.0,6.0,0.41666666,0.42857143,0.0,7.714286,0.0,1.0,0.9090909,0.0
5189,2020-03-14,False,123.0,10.0,9.0,58.0,8.0,0.5714286,9.0,1.0,6.4444447,0.11111111,0.0,1.0,0.05714286,1.0,1.5,3.0
5226,2020-03-14,False,77.0,4.0,31.0,37.0,24.0,0.0,103.0,76.0,1.1935484,0.7378641,0.0,0.30097088,0.0,1.0,-0.19999999,2.0
5231,2020-03-14,False,17.0,9.0,10.0,10.0,7.0,0.0,27.0,7.0,1.0,0.25925925,0.0,0.37037036,0.0,1.0,3.5,4.0
5280,2020-03-14,False,14.0,4.0,5.0,4.0,0.0,0.5714286,10.0,2.0,0.8,0.2,0.0,0.5,0.14285715,0.0,0.33333337,7.0
5347,2020-03-14,False,150.0,6.0,28.0,42.0,42.0,0.0,3.0,1.0,1.5,0.33333334,0.0,9.333333,0.0,1.0,2.0,4.0
5390,2020-03-14,False,20.0,6.0,31.0,23.0,5.0,0.5714286,29.0,3.0,0.7419355,0.10344828,0.0,1.0689656,0.0952381,1.0,1.0,4.0
5393,2020-03-14,False,82.0,8.0,28.0,72.0,2.0,0.0,10.0,9.0,2.5714285,0.9,0.0,2.8,0.0,1.0,7.0,1.0
5411,2020-03-14,False,9.0,2.0,32.0,13.0,12.0,0.5714286,58.0,22.0,0.40625,0.37931034,0.0,0.55172414,0.2857143,1.0,-0.6,24.0
5426,2020-03-14,False,24.0,4.0,18.0,13.0,10.0,0.0,65.0,23.0,0.7222222,0.35384616,0.0,0.2769231,0.0,1.0,0.0,23.0
5429,2020-03-14,False,37.0,2.0,8.0,27.0,33.0,0.0,4.0,1.0,3.375,0.25,0.0,2.0,0.0,1.0,-0.3333333,9.0
5453,2020-03-14,False,201.0,2.0,67.0,77.0,8.0,0.5714286,14.0,1.0,1.1492537,0.071428575,0.0,4.785714,0.2857143,1.0,0.0,16.0
5464,2020-03-14,False,129.0,8.0,255.0,61.0,207.0,0.0,21.0,4.0,0.23921569,0.1904762,0.0,12.142858,0.0,1.0,0.1428572,2.0
5538,2020-03-14,False,124.0,0.0,10.0,7.0,5.0,0.5714286,49.0,31.0,0.7,0.63265306,0.0,0.20408164,0.0,1.0,-1.0,33.0
5608,2020-03-14,False,19.0,2.0,1.0,1.0,17.0,0.5714286,1.0,0.0,1.0,0.0,0.0,1.0,0.2857143,1.0,0.0,3.0
5632,2020-03-14,False,443.0,9.0,99.0,81.0,9.0,0.5714286,10.0,1.0,0.8181818,0.1,0.0,9.9,0.06349207,1.0,0.5,0.0
5761,2020-03-14,False,34.0,8.0,27.0,9.0,5.0,0.5714286,2.0,1.0,0.33333334,0.5,0.0,13.5,0.071428575,1.0,-0.3333333,3.0
5798,2020-03-14,False,8.0,4.0,7.0,8.0,18.0,0.5714286,11.0,3.0,1.1428572,0.27272728,0.0,0.6363636,0.14285715,1.0,3.0,13.0
5845,2020-03-14,False,45.0,2.0,11.0,7.0,28.0,0.0,59.0,29.0,0.6363636,0.4915254,0.0,0.18644068,0.0,1.0,-0.6666666,25.0
5967,2020-03-14,False,188.0,6.0,51.0,16.0,1.0,0.0,31.0,6.0,0.3137255,0.19354838,0.0,1.6451613,0.0,1.0,0.5,0.0
6009,2020-03-14,False,76.0,22.0,73.0,231.0,28.0,0.0,68.0,8.0,3.1643836,0.11764706,0.0,1.0735294,0.0,1.0,1.0,1.0
6026,2020-03-14,False,26.0,6.0,20.0,12.0,16.0,1.1428572,5.0,3.0,0.6,0.6,0.0,4.0,0.1904762,1.0,-0.14285713,3.0
6052,2020-03-14,False,46.0,9.0,36.0,4.0,20.0,0.0,3.0,1.0,0.11111111,0.33333334,0.0,12.0,0.0,1.0,1.25,3.0
6067,2020-03-14,False,350.0,19.0,485.0,226.0,141.0,0.0,55.0,15.0,0.46597937,0.27272728,0.0,8.818182,0.0,1.0,0.46153843,0.0
6077,2020-03-14,False,17.0,13.0,32.0,22.0,7.0,0.5714286,47.0,8.0,0.6875,0.17021276,0.0,0.68085104,0.043956045,1.0,-0.2352941,2.0
6079,2020-03-14,False,31.0,1.0,7.0,3.0,4.0,0.0,1.0,6.0,0.42857143,6.0,0.0,7.0,0.0,1.0,0.0,21.0
6169,2020-03-14,False,35.0,12.0,28.0,40.0,18.0,0.5714286,122.0,40.0,1.4285715,0.32786885,0.0,0.22950819,0.04761905,1.0,3.0,1.0
6262,2020-03-14,False,415.0,9.0,70.0,41.0,20.0,0.0,27.0,11.0,0.5857143,0.4074074,0.0,2.5925925,0.0,1.0,-0.25,2.0
6264,2020-03-14,True,19.0,6.0,4.0,8.0,0.0,0.5714286,1.0,0.0,2.0,0.0,0.0,4.0,0.0952381,0.0,5.0,7.0
6299,2020-03-14,False,11.0,0.0,2.0,13.0,0.0,0.5714286,22.0,16.0,6.5,0.72727275,0.0,0.09090909,0.0,0.0,0.0,0.0
6328,2020-03-14,False,70.0,1.0,14.0,18.0,3.0,0.0,4.0,2.0,1.2857143,0.5,0.0,3.5,0.0,1.0,0.0,10.0
6335,2020-03-14,False,341.0,5.0,154.0,45.0,22.0,0.5714286,44.0,6.0,0.29220778,0.13636364,0.0,3.5,0.11428572,1.0,-0.5,0.0
6461,2020-03-14,False,22.0,3.0,8.0,5.0,2.0,0.0,6.0,2.0,0.625,0.33333334,0.0,1.3333334,0.0,1.0,2.0,13.0
6517,2020-03-14,False,103.0,12.0,58.0,58.0,25.0,0.0,61.0,13.0,1.0,0.21311475,0.0,0.9508197,0.0,1.0,0.20000005,1.0
6530,2020-03-14,False,19.0,1.0,7.0,20.0,6.0,1.1428572,99.0,44.0,2.857143,0.44444445,0.0,0.07070707,1.1428572,1.0,0.0,5.0
6600,2020-03-14,False,162.0,2.0,38.0,16.0,6.0,0.5714286,9.0,0.0,0.42105263,0.0,0.0,4.2222223,0.2857143,1.0,-0.3333333,5.0
6604,2020-03-14,False,255.0,9.0,120.0,342.0,4.0,0.0,3.0,0.0,2.85,0.0,0.0,40.0,0.0,1.0,0.5,4.0
6779,2020-03-14,False,48.0,4.0,39.0,15.0,3.0,0.0,28.0,11.0,0.3846154,0.39285713,0.0,1.3928572,0.0,1.0,0.0,0.0
6798,2020-03-14,False,21.0,3.0,6.0,10.0,20.0,0.0,12.0,3.0,1.6666666,0.25,0.0,0.5,0.0,1.0,0.0,7.0
6897,2020-03-14,False,98.0,13.0,63.0,76.0,6.0,0.0,29.0,13.0,1.2063493,0.44827586,0.0,2.1724138,0.0,1.0,0.8571428,0.0
6915,2020-03-14,False,86.0,35.0,159.0,90.0,41.0,0.0,8.0,1.0,0.5660377,0.125,0.0,19.875,0.0,1.0,0.20689654,0.0
6960,2020-03-14,False,116.0,2.0,36.0,31.0,1.0,0.0,19.0,11.0,0.8611111,0.57894737,0.0,1.8947369,0.0,1.0,1.0,4.0
6976,2020-03-14,True,0.0,1.0,7.0,0.0,1.0,0.0,18.0,6.0,0.0,0.33333334,0.0,0.3888889,0.0,1.0,0.0,17.0
7037,2020-03-14,False,7.0,0.0,8.0,70.0,2.0,0.0,6.0,0.0,8.75,0.0,0.0,1.3333334,0.0,1.0,-1.0,37.0
7056,2020-03-14,False,7.0,0.0,9.0,8.0,1.0,0.0,6.0,2.0,0.8888889,0.33333334,0.0,1.5,0.0,1.0,0.0,0.0
7115,2020-03-14,False,136.0,2.0,11.0,10.0,15.0,0.0,11.0,4.0,0.90909094,0.36363637,0.0,1.0,0.0,1.0,-0.6666666,7.0
7134,2020-03-14,True,20.0,2.0,14.0,24.0,13.0,0.5714286,3.0,1.0,1.7142857,0.33333334,0.0,4.6666665,0.2857143,1.0,1.0,22.0
7136,2020-03-14,False,2.0,1.0,3.0,1.0,4.0,0.5714286,8.0,5.0,0.33333334,0.625,0.0,0.375,0.5714286,1.0,0.0,18.0
7162,2020-03-14,False,19.0,1.0,12.0,33.0,2.0,0.5714286,30.0,8.0,2.75,0.26666668,0.0,0.4,0.5714286,1.0,0.0,0.0
7260,2020-03-14,False,77.0,7.0,13.0,63.0,12.0,1.1428572,17.0,3.0,4.8461537,0.1764706,0.0,0.7647059,0.16326532,1.0,2.5,8.0
7262,2020-03-14,False,51.0,6.0,46.0,25.0,6.0,0.0,2.0,4.0,0.54347825,2.0,0.0,23.0,0.0,1.0,0.5,12.0
7304,2020-03-14,True,2.0,1.0,1.0,8.0,17.0,0.0,12.0,1.0,8.0,0.083333336,0.0,0.083333336,0.0,1.0,0.0,8.0
7359,2020-03-14,False,53.0,3.0,29.0,18.0,49.0,0.0,147.0,84.0,0.62068963,0.5714286,0.0,0.19727892,0.0,1.0,2.0,1.0
7377,2020-03-14,False,3.0,2.0,5.0,3.0,1.0,0.0,19.0,4.0,0.6,0.21052632,0.0,0.2631579,0.0,1.0,1.0,2.0
7385,2020-03-14,False,19.0,5.0,6.0,6.0,7.0,0.0,113.0,58.0,1.0,0.5132743,0.0,0.053097345,0.0,1.0,0.0,12.0
7446,2020-03-14,False,62.0,5.0,13.0,27.0,7.0,0.0,293.0,125.0,2.0769231,0.42662117,0.0,0.044368602,0.0,1.0,0.6666666,9.0
7487,2020-03-14,False,65.0,5.0,62.0,99.0,12.0,0.0,124.0,60.0,1.5967742,0.48387095,0.0,0.5,0.0,1.0,0.0,0.0
7518,2020-03-14,False,24.0,9.0,52.0,110.0,45.0,1.1428572,11.0,4.0,2.1153846,0.36363637,0.0,4.7272725,0.12698413,1.0,-0.100000024,0.0
7521,2020-03-14,False,38.0,8.0,13.0,16.0,14.0,0.5714286,52.0,10.0,1.2307693,0.1923077,0.0,0.25,0.071428575,1.0,-0.27272725,8.0
7570,2020-03-14,False,518.0,27.0,62.0,141.0,95.0,1.1428572,12.0,1.0,2.2741935,0.083333336,0.0,5.1666665,0.042328045,1.0,0.58823526,1.0
7579,2020-03-14,False,32.0,2.0,11.0,15.0,2.0,0.5714286,11.0,4.0,1.3636364,0.36363637,0.0,1.0,0.2857143,1.0,0.0,10.0
7648,2020-03-14,False,9.0,6.0,1.0,19.0,5.0,0.0,60.0,33.0,19.0,0.55,0.0,0.016666668,0.0,1.0,5.0,6.0
7666,2020-03-14,False,188.0,8.0,289.0,162.0,40.0,0.5714286,32.0,3.0,0.5605536,0.09375,0.0,9.03125,0.071428575,1.0,-0.38461536,1.0
7699,2020-03-14,False,107.0,18.0,23.0,35.0,25.0,0.0,427.0,40.0,1.5217391,0.09367681,0.0,0.05386417,0.0,1.0,0.058823586,0.0
7708,2020-03-14,True,22.0,3.0,47.0,24.0,7.0,0.0,3.0,0.0,0.5106383,0.0,0.0,15.666667,0.0,1.0,0.5,10.0
7778,2020-03-14,False,54.0,11.0,20.0,19.0,9.0,0.0,63.0,21.0,0.95,0.33333334,0.0,0.31746033,0.0,1.0,4.5,6.0
7886,2020-03-14,False,10.0,3.0,6.0,1.0,4.0,0.0,303.0,125.0,0.16666667,0.41254124,0.0,0.01980198,0.0,1.0,-0.25,11.0
7920,2020-03-14,False,234.0,14.0,12.0,101.0,18.0,0.0,44.0,11.0,8.416667,0.25,0.0,0.27272728,0.0,1.0,-0.17647058,0.0
7961,2020-03-14,False,77.0,4.0,19.0,76.0,15.0,0.0,48.0,7.0,4.0,0.14583333,0.0,0.39583334,0.0,1.0,-0.4285714,0.0
8001,2020-03-14,False,11.0,3.0,16.0,1.0,23.0,0.0,13.0,8.0,0.0625,0.61538464,0.0,1.2307693,0.0,1.0,0.5,2.0
8094,2020-03-14,False,25.0,4.0,3.0,23.0,5.0,0.0,108.0,34.0,7.6666665,0.3148148,0.0,0.027777778,0.0,1.0,-0.3333333,7.0
8138,2020-03-14,False,642.0,21.0,466.0,536.0,97.0,0.0,275.0,141.0,1.1502146,0.51272726,0.0,1.6945455,0.0,1.0,1.3333333,0.0
8164,2020-03-14,False,57.0,29.0,90.0,101.0,18.0,0.5714286,12.0,2.0,1.1222222,0.16666667,0.0,7.5,0.019704435,1.0,2.625,0.0
8192,2020-03-14,False,39.0,2.0,19.0,9.0,8.0,0.0,55.0,8.0,0.47368422,0.14545454,0.0,0.34545454,0.0,1.0,-0.3333333,15.0
8231,2020-03-14,False,31.0,3.0,4.0,19.0,1.0,0.0,49.0,21.0,4.75,0.42857143,0.0,0.08163265,0.0,1.0,2.0,2.0
8242,2020-03-14,False,0.0,0.0,2.0,3.0,1.0,0.0,8.0,5.0,1.5,0.625,0.0,0.25,0.0,1.0,-1.0,47.0
8280,2020-03-14,False,83.0,3.0,73.0,24.0,26.0,0.5714286,1.0,1.0,0.32876712,1.0,0.0,73.0,0.1904762,1.0,-0.625,5.0
8293,2020-03-14,False,17.0,6.0,5.0,3.0,5.0,0.0,74.0,48.0,0.6,0.6486486,0.0,0.067567565,0.0,1.0,0.0,3.0
8306,2020-03-14,False,181.0,12.0,48.0,98.0,33.0,0.0,15.0,15.0,2.0416667,1.0,0.0,3.2,0.0,1.0,-0.14285713,5.0
8335,2020-03-14,True,33.0,0.0,0.0,3.0,12.0,0.0,4.0,3.0,0.0,0.75,0.0,0.0,0.0,1.0,-1.0,39.0
8364,2020-03-14,False,68.0,4.0,9.0,11.0,5.0,0.0,26.0,10.0,1.2222222,0.3846154,0.0,0.34615386,0.0,1.0,0.33333337,0.0
8464,2020-03-14,False,0.0,1.0,0.0,1.0,6.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,12.0
8493,2020-03-14,False,30.0,14.0,8.0,12.0,10.0,0.0,65.0,31.0,1.5,0.47692308,0.0,0.12307692,0.0,1.0,0.39999998,0.0
8513,2020-03-14,False,19.0,1.0,8.0,30.0,15.0,0.0,0.0,4.0,3.75,0.0,0.0,0.0,0.0,1.0,-0.5,9.0
8526,2020-03-14,False,110.0,5.0,12.0,3.0,18.0,0.0,9.0,8.0,0.25,0.8888889,0.0,1.3333334,0.0,1.0,0.6666666,3.0
8624,2020-03-14,False,36.0,5.0,33.0,34.0,43.0,0.5714286,75.0,37.0,1.030303,0.49333334,0.0,0.44,0.11428572,1.0,-0.375,2.0
8664,2020-03-14,False,30.0,1.0,30.0,24.0,1.0,0.0,17.0,5.0,0.8,0.29411766,0.0,1.7647059,0.0,1.0,-0.8,21.0
8673,2020-03-14,False,167.0,5.0,52.0,26.0,1.0,0.0,44.0,38.0,0.5,0.8636364,0.0,1.1818181,0.0,1.0,0.25,3.0
8689,2020-03-14,False,88.0,16.0,43.0,27.0,14.0,1.1428572,2.0,0.0,0.627907,0.0,0.0,21.5,0.071428575,1.0,4.3333335,1.0
8720,2020-03-14,False,12.0,2.0,0.0,5.0,0.0,0.5714286,18.0,2.0,0.0,0.11111111,0.0,0.0,0.2857143,0.0,0.0,22.0
8767,2020-03-14,False,13.0,4.0,5.0,8.0,6.0,0.0,45.0,14.0,1.6,0.31111112,0.0,0.11111111,0.0,1.0,0.33333337,3.0
8773,2020-03-14,False,230.0,73.0,170.0,76.0,22.0,0.0,13.0,2.0,0.44705883,0.15384616,0.0,13.076923,0.0,1.0,0.2166667,0.0
8781,2020-03-14,False,43.0,1.0,9.0,6.0,2.0,0.0,64.0,36.0,0.6666667,0.5625,0.0,0.140625,0.0,1.0,-0.5,6.0
8784,2020-03-14,False,297.0,15.0,110.0,26.0,5.0,0.0,155.0,45.0,0.23636363,0.29032257,0.0,0.7096774,0.0,1.0,0.6666666,0.0
8790,2020-03-14,False,11.0,0.0,6.0,5.0,2.0,0.5714286,52.0,28.0,0.8333333,0.53846157,0.0,0.115384616,0.0,1.0,0.0,0.0
8795,2020-03-14,False,136.0,9.0,63.0,50.0,30.0,0.5714286,7.0,1.0,0.7936508,0.14285715,0.0,9.0,0.06349207,1.0,-0.35714287,5.0
8818,2020-03-14,False,7.0,10.0,10.0,2.0,32.0,0.0,38.0,30.0,0.2,0.7894737,0.0,0.2631579,0.0,1.0,0.0,0.0
8819,2020-03-14,False,35.0,12.0,6.0,14.0,8.0,0.0,70.0,17.0,2.3333333,0.24285714,0.0,0.08571429,0.0,1.0,2.0,0.0
8830,2020-03-14,False,34.0,21.0,33.0,56.0,34.0,0.0,15.0,5.0,1.6969697,0.33333334,0.0,2.2,0.0,1.0,0.9090909,1.0
8900,2020-03-14,False,30.0,0.0,0.0,3.0,1.0,0.5714286,37.0,13.0,0.0,0.35135135,0.0,0.0,0.0,1.0,0.0,0.0
8921,2020-03-14,False,29.0,2.0,37.0,41.0,4.0,0.0,22.0,11.0,1.1081082,0.5,0.0,1.6818181,0.0,1.0,0.0,24.0
9040,2020-03-14,False,60.0,3.0,5.0,19.0,1.0,1.1428572,27.0,22.0,3.8,0.8148148,0.0,0.18518518,0.3809524,1.0,0.5,2.0
9066,2020-03-14,False,24.0,19.0,44.0,48.0,40.0,0.0,34.0,7.0,1.0909091,0.20588236,0.0,1.2941177,0.0,1.0,0.11764705,6.0
9072,2020-03-14,False,154.0,7.0,25.0,24.0,50.0,0.0,1.0,1.0,0.96,1.0,0.0,25.0,0.0,1.0,1.3333333,2.0
9103,2020-03-14,False,7.0,2.0,17.0,2.0,4.0,0.0,6.0,0.0,0.11764706,0.0,0.0,2.8333333,0.0,1.0,0.0,9.0
9127,2020-03-14,False,13.0,6.0,45.0,10.0,103.0,0.0,28.0,13.0,0.22222222,0.4642857,0.0,1.6071428,0.0,1.0,0.5,10.0
9131,2020-03-14,False,174.0,8.0,38.0,59.0,32.0,0.0,16.0,1.0,1.5526316,0.0625,0.0,2.375,0.0,1.0,7.0,0.0
9137,2020-03-14,False,77.0,6.0,48.0,19.0,29.0,0.0,28.0,10.0,0.39583334,0.35714287,0.0,1.7142857,0.0,1.0,5.0,0.0
9213,2020-03-14,False,10.0,1.0,4.0,2.0,7.0,0.0,17.0,11.0,0.5,0.64705884,0.0,0.23529412,0.0,1.0,0.0,27.0
9243,2020-03-14,True,34.0,0.0,16.0,23.0,4.0,0.5714286,1.0,1.0,1.4375,1.0,0.0,16.0,0.0,1.0,-1.0,36.0
9303,2020-03-14,False,183.0,6.0,10.0,15.0,96.0,0.5714286,18.0,5.0,1.5,0.2777778,0.0,0.5555556,0.0952381,1.0,-0.53846157,5.0
9325,2020-03-14,False,196.0,21.0,82.0,63.0,19.0,0.0,6.0,2.0,0.76829267,0.33333334,0.0,13.666667,0.0,1.0,1.3333333,0.0
9348,2020-03-14,False,50.0,3.0,67.0,6.0,13.0,0.5714286,9.0,2.0,0.08955224,0.22222222,0.0,7.4444447,0.1904762,1.0,0.5,10.0
9351,2020-03-14,False,7.0,4.0,2.0,9.0,1.0,0.5714286,98.0,40.0,4.5,0.40816328,0.0,0.020408163,0.14285715,1.0,0.0,6.0
9376,2020-03-14,False,5.0,0.0,4.0,0.0,7.0,0.0,44.0,22.0,0.0,0.5,0.0,0.09090909,0.0,1.0,-1.0,38.0
9404,2020-03-14,True,8.0,1.0,4.0,5.0,4.0,1.1428572,9.0,4.0,1.25,0.44444445,0.0,0.44444445,1.1428572,1.0,0.0,18.0
9506,2020-03-14,False,7.0,1.0,8.0,2.0,8.0,0.0,0.0,2.0,0.25,0.0,0.0,0.0,0.0,1.0,-0.5,14.0
9522,2020-03-14,False,32.0,7.0,12.0,21.0,38.0,1.1428572,12.0,2.0,1.75,0.16666667,0.0,1.0,0.16326532,1.0,2.5,4.0
9544,2020-03-14,False,62.0,3.0,12.0,7.0,9.0,0.0,53.0,30.0,0.5833333,0.5660377,0.0,0.2264151,0.0,1.0,0.0,6.0
9553,2020-03-14,False,546.0,19.0,82.0,42.0,17.0,0.5714286,28.0,3.0,0.5121951,0.10714286,0.0,2.9285715,0.030075189,1.0,0.5833334,0.0
9588,2020-03-14,False,93.0,1.0,10.0,7.0,6.0,0.0,8.0,3.0,0.7,0.375,0.0,1.25,0.0,1.0,-0.75,13.0
9593,2020-03-14,False,6.0,1.0,5.0,3.0,8.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,4.0
9628,2020-03-14,False,151.0,1.0,45.0,179.0,37.0,0.5714286,56.0,37.0,3.9777777,0.66071427,0.0,0.8035714,0.5714286,1.0,-0.5,15.0
9826,2020-03-14,False,99.0,13.0,46.0,6.0,7.0,0.5714286,7.0,2.0,0.13043478,0.2857143,0.0,6.571429,0.043956045,1.0,2.25,1.0
9840,2020-03-14,False,133.0,8.0,49.0,108.0,20.0,1.1428572,28.0,3.0,2.2040815,0.10714286,0.0,1.75,0.14285715,1.0,1.0,2.0
9843,2020-03-14,False,130.0,21.0,74.0,48.0,2.0,0.0,10.0,1.0,0.6486486,0.1,0.0,7.4,0.0,1.0,0.75,1.0
9889,2020-03-14,False,21.0,1.0,11.0,6.0,34.0,0.0,116.0,43.0,0.54545456,0.37068966,0.0,0.094827585,0.0,1.0,0.0,28.0
9898,2020-03-14,False,258.0,11.0,163.0,40.0,24.0,0.0,51.0,29.0,0.24539877,0.5686275,0.0,3.1960785,0.0,1.0,-0.21428573,1.0
9928,2020-03-14,False,34.0,3.0,21.0,39.0,7.0,0.5714286,11.0,10.0,1.8571428,0.90909094,0.0,1.9090909,0.1904762,1.0,0.0,0.0
9932,2020-03-14,False,89.0,14.0,40.0,43.0,47.0,0.0,1666.0,611.0,1.075,0.3667467,0.0,0.024009604,0.0,1.0,0.16666663,1.0
9945,2020-03-14,False,28.0,1.0,9.0,3.0,0.0,0.0,1.0,3.0,0.33333334,3.0,0.0,9.0,0.0,0.0,-0.5,9.0
9951,2020-03-14,True,13.0,4.0,17.0,13.0,7.0,0.0,17.0,2.0,0.7647059,0.11764706,0.0,1.0,0.0,1.0,3.0,8.0
9953,2020-03-14,False,70.0,2.0,15.0,38.0,5.0,0.5714286,179.0,66.0,2.5333333,0.36871508,0.0,0.083798885,0.2857143,1.0,1.0,3.0
9961,2020-03-14,False,71.0,2.0,10.0,3.0,5.0,0.0,92.0,19.0,0.3,0.20652173,0.0,0.10869565,0.0,1.0,-0.6666666,5.0
9964,2020-03-14,False,5.0,1.0,7.0,17.0,6.0,0.5714286,12.0,6.0,2.4285715,0.5,0.0,0.5833333,0.5714286,1.0,-0.5,26.0
9981,2020-03-14,False,87.0,6.0,136.0,21.0,10.0,0.0,69.0,32.0,0.15441176,0.46376812,0.0,1.9710145,0.0,1.0,-0.25,5.0
10002,2020-03-14,False,9.0,3.0,19.0,13.0,18.0,0.0,14.0,5.0,0.68421054,0.35714287,0.0,1.3571428,0.0,1.0,0.0,7.0
10011,2020-03-14,False,275.0,1.0,33.0,28.0,2.0,0.0,13.0,0.0,0.8484849,0.0,0.0,2.5384614,0.0,1.0,0.0,8.0
10024,2020-03-14,True,20.0,6.0,15.0,13.0,7.0,1.5555556,0.0,0.0,0.8666667,0.0,0.0,0.0,0.25925925,1.0,0.0,2.0
10072,2020-03-14,False,42.0,2.0,14.0,8.0,4.0,1.5555556,46.0,17.0,0.5714286,0.36956522,0.0,0.3043478,0.7777778,1.0,0.0,5.0
10098,2020-03-14,False,4.0,4.0,6.0,23.0,7.0,0.0,3.0,2.0,3.8333333,0.6666667,0.0,2.0,0.0,1.0,0.0,8.0
10117,2020-03-14,False,285.0,2.0,42.0,65.0,11.0,1.5555556,1.0,0.0,1.5476191,0.0,0.0,42.0,0.7777778,1.0,0.0,4.0
10154,2020-03-14,False,3.0,0.0,0.0,3.0,1.0,0.0,13.0,2.0,0.0,0.15384616,0.0,0.0,0.0,1.0,0.0,0.0
10173,2020-03-14,False,73.0,4.0,42.0,13.0,3.0,0.0,1.0,0.0,0.30952382,0.0,0.0,42.0,0.0,1.0,0.0,3.0
10183,2020-03-14,False,11.0,2.0,10.0,4.0,7.0,0.0,5.0,2.0,0.4,0.4,0.0,2.0,0.0,1.0,0.0,2.0
10210,2020-03-14,False,26.0,3.0,22.0,12.0,9.0,0.0,168.0,71.0,0.54545456,0.42261904,0.0,0.13095239,0.0,1.0,0.0,3.0
10268,2020-03-14,True,14.0,1.0,3.0,4.0,20.0,0.0,41.0,20.0,1.3333334,0.4878049,0.0,0.07317073,0.0,1.0,0.0,11.0
10290,2020-03-14,False,175.0,0.0,14.0,31.0,6.0,1.5555556,39.0,10.0,2.2142856,0.25641027,0.0,0.35897437,0.0,1.0,0.0,0.0
10349,2020-03-14,False,20.0,3.0,18.0,25.0,2.0,0.0,2.0,0.0,1.3888888,0.0,0.0,9.0,0.0,1.0,0.0,2.0
10357,2020-03-14,True,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10381,2020-03-14,False,5.0,3.0,4.0,15.0,7.0,0.0,39.0,24.0,3.75,0.61538464,0.0,0.102564104,0.0,1.0,0.0,8.0
10387,2020-03-14,False,0.0,0.0,0.0,1.0,1.0,0.0,13.0,4.0,0.0,0.30769232,0.0,0.0,0.0,1.0,0.0,0.0
10390,2020-03-14,False,16.0,5.0,18.0,21.0,3.0,0.0,1.0,0.0,1.1666666,0.0,0.0,18.0,0.0,1.0,0.0,2.0
10425,2020-03-14,True,1.0,2.0,4.0,5.0,1.0,0.0,4.0,0.0,1.25,0.0,0.0,1.0,0.0,1.0,0.0,8.0
10451,2020-03-14,False,40.0,8.0,45.0,24.0,12.0,0.0,28.0,5.0,0.53333336,0.17857143,0.0,1.6071428,0.0,1.0,0.0,2.0
10468,2020-03-14,False,1.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0
10492,2020-03-14,False,42.0,0.0,16.0,5.0,15.0,0.0,5.0,1.0,0.3125,0.2,0.0,3.2,0.0,1.0,0.0,0.0
10525,2020-03-14,False,15.0,10.0,5.0,7.0,19.0,0.0,20.0,10.0,1.4,0.5,0.0,0.25,0.0,1.0,0.0,7.0
